,,"GeneID","Length","Min4vsCtrl","Min8vsCtrl","Min15vsCtrl","Min30vsCtrl","Hr1vsCtrl","Hr2vsCtrl","Hr4vsCtrl","Hr8vsCtrl","Hr16vsCtrl","CtrlHr16vsCtrl","AveExpr","F","P.Value","adj.P.Val"
,"10380",10380,3756,0.09402603281894,0.332551254623633,0.20960835392362,0.641378733337056,0.241421521898959,0.463635846428799,0.031709652443739,-0.149565202179784,0.076396320444189,-0.046696285783683,6.16668367698196,6.50631401780441,4.04E-05,0.000224103581191
,"2491",2491,3950,0.013998722914058,0.154672516009183,0.083643626988851,0.240612778852828,0.092364473334475,-0.053585033086756,-0.346187832981425,-0.150767483081144,-0.093923807175622,-0.328774829379086,5.73080984054255,6.50602216535825,4.04E-05,0.000224103581191
,"5987",5987,2969,0.081578083226249,-0.097581306293669,-0.105563715771571,-0.33182279207153,-0.134607879258342,-0.262647883622924,0.272002280694191,0.291902963541401,0.210054058318192,0.039582270464956,6.15780555427843,6.50584003254351,4.04E-05,0.000224103581191
,"345757",345757,1414,-0.434896169668782,-0.030468583614376,-0.462167868872491,-0.078848555422246,-0.060198922174395,-0.148711480258645,-0.726725294318747,-0.614233334171687,-0.528833410321016,0.10158207873937,3.15587726646761,6.50411368367812,4.05E-05,0.000224531182728
,"114818",114818,5197,0.262200835343467,-0.059686251741741,-0.062209799678748,-0.419351677960882,-0.031335706847744,-0.377286976312512,-0.241643712126441,-0.271558177598258,0.151462513042396,0.310246495681683,4.61224304074147,6.50132950332736,4.06E-05,0.000225279096576
,"9643",9643,2204,-0.09966123966599,-0.002915905494458,-0.062088667544854,0.362014146333903,-0.072190887331153,0.217794391974047,0.024220146993111,-0.183415195400675,-0.330957192377845,-0.113213191747821,8.5218355564555,6.49980462223528,4.07E-05,0.000225648236272
,"8867",8867,7211,0.072585369891528,-0.210689816955263,-0.023915500021969,-0.371862814348054,-0.14950613258253,-0.463202850617988,-0.213945750844027,0.293885155505205,0.515509703493314,0.168035762431641,3.7180820498435,6.49909734639741,4.07E-05,0.000225770311524
,"11163",11163,5148,-0.355205736699935,-0.445145011448044,-0.269253919737507,-0.353550026883029,-0.287962980363277,-0.415768816747356,-0.049855067906175,0.28571854984104,0.155964275722576,0.234524430244917,6.43136559590302,6.49829406848923,4.08E-05,0.000225921599202
,"5935",5935,4652,-0.193242692118272,0.186291811191968,0.130723500758233,0.584259253737864,0.08100310808036,0.594367901438575,0.290828289015861,0.225687858472421,-0.021613299736893,-0.002314105204592,8.64417731064475,6.49777915626939,4.08E-05,0.000225985595522
,"51060",51060,4351,-0.054045642169483,-0.12546753348025,-0.101090774769783,0.114486654134797,-0.145183887206954,0.094621678095836,-0.027041061574585,0.018607070495579,-0.030651518606636,-0.362484843679509,6.80476216063982,6.49547582063161,4.09E-05,0.000226592760429
,"64963",64963,3007,0.000821844351839,0.119840921010307,0.046863923383081,0.515169805341402,0.101616500871525,0.416179335876951,0.331368554454149,0.168114884015368,0.144861382676642,-0.40044821902954,5.52919861236509,6.49422385646011,4.10E-05,0.000226881366869
,"8673",8673,776,-0.075968695176659,0.152903320832974,0.074679434384301,0.467280074145726,0.093176514831489,0.527986417102008,-0.153892538223121,-0.266355804255207,-0.365643694167457,-0.236183837913617,6.4013990319576,6.49140388486717,4.12E-05,0.000227523611694
,"153443",153443,2836,-0.067779974353463,-0.000488769939435,-0.048483292495949,0.239201315871748,-0.003431263620104,0.200907190439906,0.449831489231602,0.234328671371352,0.009562283316355,-0.176770598474428,5.20901576589635,6.49139345933728,4.12E-05,0.000227523611694
,"192111",192111,3254,0.22716835259558,0.239707243428419,0.134706499674442,0.21600254073839,0.06866179613689,0.224784211787275,0.257619004549514,0.317836550870441,0.194661531839542,-0.223933298465742,6.17493477542105,6.49118347360027,4.12E-05,0.000227523611694
,"8357",8357,473,0.085773266827971,0.300774548737138,0.198015963425025,0.639962951769121,0.227532585714348,0.657457379233124,0.040984880015976,-0.368071133278869,-0.118957703843979,-0.486366239957526,9.21651654477274,6.49090549949649,4.12E-05,0.000227523611694
,"116447",116447,2707,0.215094910375949,0.388378112975958,0.262106733257761,0.082299436681989,0.255799370550965,0.187007758904935,-0.238513604854266,0.075952220892892,-0.006649939579386,-0.194051671843646,5.02813511786069,6.4898094481566,4.13E-05,0.000227766065193
,"10961",10961,1472,0.156428160843372,0.436614834570146,0.15760699954536,0.306904523109114,0.178018237001888,0.285068642644908,-0.231728911286724,-0.088176946172084,-0.114842601429487,-0.14206953231705,6.90241239284559,6.48560182498282,4.15E-05,0.00022896358584
,"10681",10681,3498,0.148201955497846,0.243113213919078,0.140903985716799,0.114992584724319,0.199508761576147,0.204973649900575,-0.180610006318299,-0.151152698604143,-0.208144567699416,-0.239017025478482,5.29846455222829,6.48489816096254,4.15E-05,0.000228980926982
,"4836",4836,5883,0.300541668151961,0.350595184812586,0.278638817401236,0.150620807183219,0.291070247106578,0.297601093478775,0.277594615666965,0.261469170485041,0.052276729087007,-0.004607035310602,7.43204122395449,6.48478318629542,4.15E-05,0.000228980926982
,"55359",55359,3541,0.156728047472514,0.277651251400734,0.028140810607668,0.283044221531846,0.411795355244924,0.06496868373072,-0.21565994422288,0.144171750251965,0.093496802249905,-0.733119517795306,2.35459630163847,6.48461633843242,4.15E-05,0.000228980926982
,"51566",51566,3554,0.006727357107924,0.11034403242133,-0.084142882720906,-0.291431037581742,-0.147145841291614,-0.210978068653865,-0.526060855013474,-0.308017835854426,-0.150077405864778,0.294390848790258,3.91236253061246,6.48433682036929,4.16E-05,0.000228980926982
,"4849",4849,3818,0.184127321983264,-0.488586037117946,-0.152863205260775,-0.366418313522697,-0.139676766238031,-0.021089218216832,0.860882497613953,0.357851839674504,0.38568186662877,0.465654919883983,3.65892892578237,6.4830498280857,4.16E-05,0.000229284162878
,"27173",27173,3097,0.151362883836261,0.318719152189789,0.08887538781481,-0.03167589704154,0.119081660084229,0.026152510015401,-0.155009728724381,-0.09933549337263,-0.077585090981616,-0.078636911571102,7.49472605657141,6.48019578631545,4.18E-05,0.000230071803076
,"9380",9380,1613,0.066197394512235,0.185023900313381,0.103682073808709,0.180919013246716,0.041895567528779,0.327969125657765,0.079624324532225,-0.236678360048265,-0.15985080940801,-0.2312285202886,6.13272479630733,6.47932452538933,4.18E-05,0.000230248033567
,"84516",84516,7852,0.209385159681625,0.307469365579191,0.241869936957867,0.471937276875456,0.283505624598847,0.462077419121787,0.313782636968146,0.454630057832517,0.136021337438488,-0.008945496417301,6.75347429416811,6.47602293532491,4.20E-05,0.000231178389662
,"55421",55421,8285,-0.002384967011416,0.071051476559819,0.063268860535026,-0.237835533748718,0.024016562079587,-0.219200639635762,-0.179079804923002,0.205271920464596,0.030176027754337,-0.148514170420415,5.98114252394252,6.47411138224705,4.21E-05,0.000231565126711
,"51585",51585,6306,0.222413974629024,-0.011386175120824,0.104518613889525,0.092707604725063,0.043081386486029,-0.03548941254525,0.569118416660474,0.160221133493446,-0.106725464222342,0.071031346771702,6.07517617072015,6.47399954090356,4.21E-05,0.000231565126711
,"25879",25879,2642,0.00263063078925,0.144331681105278,0.139363637465058,0.550966304655196,0.071237179040086,0.348223281689156,0.104583905317901,0.175171679685565,0.064084317294768,-0.365769456262932,8.22026506433403,6.47387669317103,4.21E-05,0.000231565126711
,"8493",8493,4778,-0.04100190300072,-0.084796989645068,0.101141633848357,0.019553980803434,-0.190123011853268,-0.080305455371439,0.360658354326602,0.258111001048098,0.367321908311744,0.178171093704739,3.94731543818786,6.47092137359003,4.23E-05,0.000232393209941
,"101928841",101928841,12440,0.471161956724125,0.157990891675037,0.355043256441054,0.322255804397648,0.549488563653966,0.621149135301384,0.942497085982109,-0.384612233518002,-0.38928769019265,0.280223936562891,1.88981354802574,6.47011850768381,4.24E-05,0.000232415448173
,"79139",79139,3390,-0.037639877495298,-0.06505215941135,-0.030839394181687,-0.024114577763762,-0.065046350132975,0.026184674912954,0.338695919036658,0.250241584176403,-0.028592074024745,0.078853363389023,6.96270637875269,6.4700709919977,4.24E-05,0.000232415448173
,"29927",29927,3636,0.232149665456229,0.215144027186209,0.223123418500845,-0.031558445990627,0.212646190523044,0.039401546139146,0.215450837496588,0.389577386084277,0.299502706086092,0.262008253714137,7.89337894060699,6.46994913957676,4.24E-05,0.000232415448173
,"51287",51287,817,0.007621471595106,0.075988088207562,-0.024080675009557,0.43597150034966,0.025710656019012,0.332951422201695,0.109250256478353,0.053691994024374,0.016975529038207,-0.566042978210187,6.34976689919525,6.46642918835573,4.26E-05,0.000233417043468
,"51605",51605,2349,0.127450696087096,0.230952057789696,0.17207740655596,0.183425461810256,0.191022534510246,0.265088840616793,0.351089518967383,0.312745928099019,0.113948279315236,-0.298160446078293,5.97688236649315,6.46615239973209,4.26E-05,0.000233417043468
,"90427",90427,4922,0.478734567335268,0.46654431735135,0.462599763033359,0.719573423823294,0.424164084353037,1.7260141895741,1.71259825731999,0.696630060005574,0.251475725136073,1.86411572200309,0.455694475602519,6.46323357476005,4.28E-05,0.00023424111498
,"8458",8458,4952,0.15106469984949,-0.005517155619052,0.082113959910657,-0.221472822407804,0.090548724561158,-0.14570562260616,-0.083122180052926,0.247871693703842,0.092118545840823,-0.171590259701309,5.91704933007879,6.4617693627784,4.28E-05,0.000234608570642
,"55352",55352,1254,0.133922188784819,0.303581691153584,0.110768406313905,0.39128636568456,0.180782339583716,0.502091972873824,0.270004244422885,0.445504258300034,0.343837701744168,0.025362380998334,5.83498784446269,6.45961682409682,4.30E-05,0.000235194531789
,"63027",63027,7344,-0.229838725292061,-0.576004834837571,-0.603671497423758,-1.23689820746817,-0.944227060899406,-0.641596511296964,-0.034081989802272,0.116329594863171,0.397133192362494,0.385731040728618,1.68082011208725,6.45792662671395,4.31E-05,0.000235550770191
,"84296",84296,3841,-0.037157847102924,0.057358622209135,0.05844536095334,-0.086672246724388,0.056374317041225,0.031891967304353,0.094587828938383,0.231538470016956,0.203500034912325,-0.698116091838955,5.17700539306166,6.45789434681293,4.31E-05,0.000235550770191
,"9589",9589,5782,-0.096125590843556,-0.108428769103549,-0.075194776655515,0.220368243145748,-0.124091564901668,0.246380789211709,0.464026766123862,0.266276687735689,0.005416687259104,0.101837665409414,7.07416775927223,6.45675388276341,4.31E-05,0.000235817828034
,"122704",122704,1340,-0.04659573705576,0.267337632488387,0.094767523286493,0.559208201969088,0.045418601452916,0.518042208858672,-0.08329276196818,-0.133618845573361,-0.081708204970051,-0.490652921248617,6.20157568620416,6.45341048400232,4.33E-05,0.00023678675771
,"79447",79447,3825,0.203279181102348,0.383935428750268,0.15788536781787,0.033328334467758,0.084208022691678,-0.039282679357054,-0.256118513885871,0.100389945045649,0.178962683451799,-0.190472544730821,4.96480434768783,6.45243202182689,4.34E-05,0.00023700371252
,"9670",9670,4293,0.159048542554138,-0.143460695999153,0.078571658201162,-0.426476327935119,-0.015103736250414,-0.416988688586847,0.177873087605196,0.435202040186643,0.410665662106724,0.050541973767475,4.44525881342107,6.45159164637446,4.34E-05,0.000237176806297
,"259282",259282,11058,0.146574144016537,0.051955932854276,0.127656444918008,-0.353267518924376,0.14919651297881,-0.255122386180087,-0.159408716944226,-0.15647974987449,-0.021630794002319,0.397611416383059,6.20214702692059,6.45104157577218,4.35E-05,0.000237257272189
,"114825",114825,10023,0.018087241529382,-0.087600687778833,-0.110253506561626,-0.232888373315498,-0.159766646278492,-0.112082984696994,0.279688579093803,0.224724280401221,0.109066209392251,-0.17353808886449,5.04595016256538,6.44903575823541,4.36E-05,0.000237803797225
,"7064",7064,4285,0.227581480667253,0.396831193015426,0.222974258589153,0.100703388871427,0.254460478033699,0.240563706822599,0.116636377166421,0.131482727973907,0.050420991592849,-0.326900238000679,5.89728187894529,6.4480026784195,4.36E-05,0.000238039479837
,"26275",26275,2072,0.028567912565541,0.035009526153169,0.072820548443323,0.107598612016369,0.075729584528103,0.054955833265954,-0.418085434618466,-0.245119894339219,-0.123860319625068,-0.420566980375436,4.44643188032922,6.44310081482032,4.39E-05,0.000239521307257
,"23438",23438,2610,0.091732118032883,0.128199457745243,-0.024508257995122,-0.028743935870029,0.049450427716899,-0.110384227938931,-0.411450715341302,0.190766347600619,0.090150941813519,0.033790177589609,5.07489113579314,6.4415689334009,4.40E-05,0.000239775993674
,"9766",9766,5722,0.047809358622888,-0.02073884641844,0.055473042772144,-0.376151158728954,0.173574316441858,0.007743795928675,0.111533840824724,0.620398631919143,0.496363596765942,0.357216461325555,3.07950013711771,6.44147537159174,4.40E-05,0.000239775993674
,"100189047",100189047,72,0.049026811883008,0.163245730764596,0.681130597597554,1.17754431034678,1.17926806560395,1.94053101338529,0.667867285721007,-1.40612300363399,-0.057821544691727,-1.68853778780927,-1.47172726031549,6.44142026076224,4.40E-05,0.000239775993674
,"55534",55534,7101,0.111293939221765,0.061029742039653,0.066945789269088,-0.451943189072429,0.104561004673102,-0.163594763785989,-0.441813266767953,-0.743834778753404,-0.081885844056339,0.617574487172813,2.62343353326425,6.44090542103954,4.41E-05,0.000239846378504
,"60496",60496,2861,-0.101218402294574,-0.177043728154013,-0.049021666752134,0.057914499451833,-0.152175039721192,-0.03134087349508,0.115734255323049,0.288295842428422,0.152554028018402,-0.228606071666173,5.82070439806004,6.43941365599763,4.41E-05,0.000240233118829
,"6884",6884,577,-0.187962568419773,0.003199489499449,-0.001813334270737,0.297183413898177,0.056463232136485,0.247322218226434,0.218328458879985,0.11684478261953,-0.34168902453612,-0.311380102587094,5.40064590509062,6.43769552678379,4.43E-05,0.000240694064878
,"10226",10226,2340,0.233424563099104,0.281968064734901,0.233373479477859,0.115851647283393,0.155133203760418,0.166303247714406,0.009340813673988,-0.098222022132564,-0.086349449140344,0.343760832051736,6.24775080499871,6.43657630868958,4.43E-05,0.000240961259176
,"84899",84899,4319,-0.027532400382953,-0.073596024678643,-0.124727457915482,-0.21480285605811,-0.025094118268677,-0.340223314990594,-0.515311803952976,-0.718876911932685,-0.272804691309172,-0.002030788365428,4.74422816738682,6.43429690243209,4.45E-05,0.000241606717365
,"5698",5698,1048,0.132151061103154,0.267353633961694,0.161008752372612,0.315609221677135,0.312148938991212,0.504090537637993,0.13086188208941,-0.197604407783167,-0.068594266531977,-0.331929031755051,3.78213299606494,6.43119260639086,4.46E-05,0.000242523934936
,"9761",9761,11194,0.198257074629307,0.196410133084585,0.18976490149497,-0.231133925882402,0.232596997988024,-0.100520361295384,-0.034872145440133,0.266682763581047,0.209337603373671,-0.267313862385162,8.83146509110736,6.43005572327159,4.47E-05,0.000242799279292
,"64114",64114,3592,0.130555002045531,0.141379226519008,0.079240647917619,0.050647136189475,0.073129953849406,0.105282560600783,-0.043189958571566,-0.076709439563683,-0.029369068580437,0.67293726142308,6.61586776884703,6.42631184711124,4.49E-05,0.000243932044732
,"5743",5743,4493,-0.481523212383445,-0.267495521310009,-0.010318017964824,-0.133305748885999,0.326804563398499,0.621903143352157,0.606211229882471,-0.557951192690403,-0.449629550884245,3.34473888230173,3.39282870669092,6.42564129424087,4.50E-05,0.00024405549989
,"11339",11339,1344,-0.032510694784405,0.105828234479993,0.074606398172052,0.419881625500089,0.020646034212917,0.235139856570013,-0.085130540114386,0.223772555854064,0.067123999296423,-0.651762175779747,4.71756536952185,6.42513559753471,4.50E-05,0.000244124717545
,"10576",10576,2282,0.110908936018392,0.236920273724818,0.188397715271517,0.339434751573824,0.203252632709686,0.328743922235933,0.035259979079006,0.114371582670577,0.002608359587612,-0.246118116998325,9.164362892788,6.42202941274351,4.52E-05,0.000245053155965
,"58497",58497,3083,0.065247872029596,0.104143838613417,-0.016030936134285,-0.031919504554694,-0.094845581438299,-0.297455230165627,-0.446715203594199,0.138317537243941,0.161740829933851,0.005120555888301,4.30903702000551,6.41628206766627,4.56E-05,0.000246864919991
,"8916",8916,7131,0.172288242862323,0.167345984764984,0.202576391203808,-0.10880543515469,0.082566984910487,-0.085755952466601,-0.37866925987363,-0.264964115630494,0.035579410825473,0.251275368385918,4.1825418553758,6.41377762893129,4.57E-05,0.000247603194904
,"55167",55167,5490,-0.006129167393215,-0.036725710965175,-0.009002493315839,-0.165056913752486,0.122803261333796,-0.08059614611869,0.405671272696329,0.39731350132888,0.336604097944598,0.213317736116974,4.30010784812885,6.41202888052204,4.58E-05,0.000248090306397
,"79072",79072,2558,-0.069707337591009,-0.151098093069522,-0.105722077648909,0.510277267722413,-0.144934990957993,0.282989577020103,0.582638474927041,0.229696402790575,0.064861305644045,-0.620070290627496,5.44171421843484,6.40764240095899,4.61E-05,0.000249466779133
,"5050",5050,1232,0.148435567698243,0.252971066067051,0.14940323174764,0.318661047920662,0.129006726732904,0.306510699649668,-0.062895684878787,-0.128713632170681,-0.042812286555541,-0.203246654173449,5.47309303057637,6.40628506121679,4.62E-05,0.000249800305309
,"11064",11064,8197,-0.043588455951631,-0.146317985155676,-0.076076981431699,-0.603131248442449,-0.132979017636132,-0.445640875973977,-0.067094199554311,-0.093567472304161,-0.181418376145938,0.07944555687828,5.33288796348659,6.40606572556364,4.62E-05,0.000249800305309
,"79970",79970,3791,-0.170063726790854,-0.317663390795932,-0.567497455881749,-0.265958903142877,-0.570888247417316,-0.801006674441353,-0.055953474842939,0.350328068262541,0.678157635978228,0.277757890428174,2.05736630648851,6.40456326700629,4.63E-05,0.000250208924183
,"54867",54867,3257,0.090939969857062,-0.059360857534757,-0.015023393619543,-0.301744777487562,-0.210209612703264,-0.357216175836861,0.268386381052785,0.32442181396843,0.185417685630121,0.473572647240386,4.86492108317775,6.40275425239111,4.64E-05,0.000250722293713
,"9261",9261,3625,0.126861280619983,-0.17548964552428,-0.003203696644881,-0.37384150490006,-0.032298646072976,-0.111210277580914,0.491396449111731,0.380075665112338,0.24711737375829,0.343165568325283,6.13660743890695,6.40055151331616,4.65E-05,0.000251370758062
,"653583",653583,3623,0.141873794942762,-0.024783317106263,-0.078053605696673,-0.056054366766541,0.002524828781031,0.137791176569708,-0.731144426011616,-0.542198585129304,0.145035938216626,0.507361236826668,2.69203698737745,6.3996938867336,4.66E-05,0.000251562667696
,"100188893",100188893,854,-0.116635334537361,-0.118149479274061,-0.057345457637221,0.352174631060109,-0.176363217761675,0.275876560344249,0.125245068245902,0.028524092257285,0.049473594290321,-0.294148014679009,7.00826263371715,6.39844674780058,4.67E-05,0.000251887553474
,"80317",80317,5199,-0.019821864667528,-0.042075713202455,-0.004199979229617,-0.398744596582913,-0.184346572652934,-0.710261400035331,-0.75426929388775,-0.056725295270329,0.069552751765937,0.054492476023488,3.39902056240017,6.39779974847825,4.67E-05,0.000252008129325
,"51024",51024,739,0.027175577012522,0.294460859719348,0.136748972466648,0.451463244036566,0.105186080377005,0.38035959967646,-0.077511225212176,-0.196508289409455,-0.203836529784279,-0.238991666796237,5.2548872137951,6.39678271011265,4.68E-05,0.000252255149956
,"6182",6182,1015,0.051949194147584,0.230176222965794,0.46952417458314,0.369956405568137,0.294134214451355,0.640000305165239,0.166838975319731,0.387901793438961,0.358107298748682,-0.352661068746658,5.41720492307648,6.39520900017836,4.69E-05,0.000252692867591
,"79798",79798,5129,0.233925925292218,0.271965397061695,0.134772193682625,0.239979227053931,0.380831337145782,0.617419424539768,0.995399132361673,0.690491309403762,0.279192852980754,0.16242917218635,3.57899654169362,6.39456000631134,4.69E-05,0.000252814695464
,"84893",84893,4576,0.252091482746452,0.133853839897862,0.134293059524969,-0.014387806318428,0.229054886257194,-0.103377305439817,-0.248034567007145,-0.16965112974976,-0.035001473700754,-0.005659486779935,5.68028239367403,6.39075875685127,4.72E-05,0.000254018775943
,"24140",24140,2357,0.052650906557968,-0.016322348113353,0.019653014243079,0.154266185286966,-0.103120684289528,0.000661444875423,0.539983722048035,0.431565921428199,0.211905259328081,0.105010027803369,5.80113866724611,6.38897328067224,4.73E-05,0.000254526896622
,"8322",8322,7394,-0.116844803720045,0.054838354237592,-0.013161677951401,-0.254668691037295,-0.03816114814441,-0.103207823781207,-0.156825076985476,0.056441885983452,0.13545920275071,0.542238445172066,4.40337393323243,6.38869840825894,4.73E-05,0.000254526896622
,"84942",84942,3926,0.05823626851042,0.190871675620166,0.117288071799853,0.322672793501823,0.111626724701313,0.391134660107723,0.464156313589518,0.448247704250746,-0.116561761584067,-0.391836683964748,4.77218851684071,6.38659830658324,4.74E-05,0.00025515107342
,"3770",3770,2851,0.239939023476788,0.405890710628854,0.290501855301787,0.795439975870746,0.298908615473614,0.714914473614996,1.47251381870912,1.23026715785885,0.593967205444781,0.260872543991832,0.984699389382606,6.38329631806377,4.76E-05,0.000256193952702
,"81490",81490,3700,0.131802617343055,0.293898617566022,0.254671174426361,0.081537457593832,0.165753978463432,0.133598612694032,0.05645074271987,0.307640334388981,0.220827768729755,-0.112191289104298,5.31478320464091,6.37793421409557,4.80E-05,0.000257961062298
,"399761",399761,4235,-0.435966733627351,-0.702286915896068,-0.380827612364989,-0.230043997616847,-0.611093159715426,-0.621456175113561,-0.623723847604641,-0.169094754018187,0.03025060212306,-0.436095241276508,3.09300797694327,6.3765999973825,4.81E-05,0.000258326015054
,"339829",339829,3854,-0.734338226626368,-1.60809909115413,-0.660506297613108,-0.658293281108703,-0.801469808193793,-0.626047249125892,-0.365984059381828,0.215254992920976,0.463192477885852,0.217080246743466,0.624701276406991,6.37514961914615,4.82E-05,0.00025873234388
,"871",871,2532,0.126348598495383,0.173106034391712,0.102825214601499,-0.125909145839452,0.101843572013883,-0.048185465595423,-0.076336825876389,0.329968066503634,0.175908296773539,-0.036589931775013,7.18373281820676,6.37375104334398,4.83E-05,0.000259121208402
,"55110",55110,3373,-0.249094783095985,-0.07538155828566,-0.133336138183915,0.317055343821337,-0.15968396130118,0.016444018810952,-0.175799018289656,-0.127881912983598,-0.102473084724669,-0.668656601806819,4.52634386996062,6.3715786958364,4.84E-05,0.000259783351384
,"93517",93517,3767,0.073244187014707,0.132431095888602,0.079224395012069,0.463084955861398,0.028183239582461,0.258622116187107,-0.149173722687953,0.102508699171318,0.001240168460276,-0.327944079806576,4.26241088156782,6.37081353029831,4.84E-05,0.000259869046563
,"84908",84908,1889,0.055833941449909,0.168665662952662,0.150861802535745,0.124378746063101,0.14573943649479,0.094765235122505,0.018590741531979,0.313190160736972,0.162143834569898,-0.27485675440699,7.1306625796741,6.37075350056462,4.84E-05,0.000259869046563
,"9861",9861,2065,0.042074160372674,0.186161546186512,0.102779722195987,0.469732388581795,0.082984323545089,0.37158724530277,0.159085684791234,0.127986103880231,0.017970321034617,-0.207343551985892,7.46584213887013,6.36970079965655,4.85E-05,0.000260137842891
,"55920",55920,4163,0.124357844208301,0.229068898823892,0.14672544965739,-0.14798363820128,0.139361372277214,-0.095185545879908,-0.051428592329234,0.406083715961617,0.063204413871061,-0.032788109404907,7.66923234906646,6.36508230809067,4.88E-05,0.000261670492603
,"344595",344595,4014,0.114766390961963,-0.248691726906261,0.05342349777314,0.195890325653836,-0.451777122878684,-0.219363288046708,-0.100219670844239,-0.148887176698471,0.325675876152912,-0.618594717886169,1.87327947063466,6.36400521187847,4.89E-05,0.000261950100771
,"84283",84283,2354,0.277168288657232,0.087977406908951,0.068363609261543,-0.330814300151802,-0.192071461406863,-0.790113172303745,-0.12777411670771,0.508877334331091,0.655619628527373,0.1440762186132,1.98942857887208,6.36172425558982,4.90E-05,0.000262580438072
,"1979",1979,7531,0.069775787909158,-0.022291145972234,0.137816694630954,-0.273500911147905,0.017815058720974,-0.226460720826335,0.457239384248439,0.493404529949769,0.359981752866885,-0.189754427228683,6.47798398925851,6.36140778119489,4.91E-05,0.000262580438072
,"79697",79697,2468,0.225617843710596,0.211976158010931,0.061429711075896,-0.00310362279972,0.060892998199332,0.066261361326157,0.271779081519495,0.290290580406137,0.032670250026031,-0.323083927463925,4.86679168505628,6.36136465195056,4.91E-05,0.000262580438072
,"197320",197320,7505,0.043864527417964,0.241865585445334,0.17938477079664,-0.21426783488908,0.025509120019519,-0.009007405423881,0.558439123915853,0.60467685227702,0.142143088683888,0.316198638482013,3.20928911087751,6.36035119588134,4.91E-05,0.000262838590099
,"84991",84991,3961,-0.027925358564383,-0.058863719808482,-0.047993672369966,-0.070521592444395,-0.014654912093842,-0.074742948210504,0.222691895666869,0.30661008584889,0.097443376544296,-0.110246199914403,5.90697935329779,6.35996872122189,4.92E-05,0.000262871675436
,"23086",23086,11264,0.02130932349383,-0.200451740193632,-0.090345342367403,-0.464803242812948,-0.019507046584663,-0.681494227134043,-0.745903634446436,-0.829982573771931,-0.377970850683376,0.224765659518688,4.16260930349657,6.35878175474641,4.92E-05,0.000263192266799
,"221937",221937,11432,0.136141379386013,0.114957862101208,0.084798752028434,-0.519029575255225,0.119611230365739,-0.219741803435237,-0.153608357607753,0.048134925909708,0.043093993324751,0.265219580008716,6.80320672510375,6.35811205075604,4.93E-05,0.000263328226237
,"100379345",100379345,617,-0.121357040010824,-0.24695320397505,-0.158090132123105,0.770504186793691,0.344665861984096,1.4015544028541,0.271996689863739,-0.59378537453978,-0.808047552049623,-1.45843350837664,-0.537151615719092,6.35752489385764,4.93E-05,0.000263434766328
,"29922",29922,2234,0.061125403399154,0.283513122911363,0.220965389888717,0.504673051773212,0.233167899545535,0.337290224769382,0.001807027792605,-0.067589795485147,-0.087385577792921,-0.127153263244846,5.85812613411118,6.34914851496696,4.99E-05,0.000266346175163
,"91368",91368,2449,-0.184025094456294,0.064270683564931,-0.066935915414218,0.310166187831125,-0.118131324426014,0.169537834744183,-0.114289071059487,-0.270445758377559,-0.333167543768688,-0.608537186855283,5.23205772966436,6.34826759982617,4.99E-05,0.000266560636905
,"23380",23380,9058,0.152974924664077,-0.11867634461472,0.093933102658797,-0.376316050468933,0.057916875367365,-0.416198129368578,-0.214692114046714,-0.047582589675375,0.178564334759297,0.350603870851989,4.85930651836105,6.34554663294702,5.01E-05,0.000267443727608
,"114785",114785,4894,-0.254232539744612,-0.490567259739702,-0.784486425423168,-1.69950104371164,-0.532509227610331,-0.171742972915245,0.303472551017972,0.107133917042866,0.522380694626965,0.648922267362356,0.958283382742906,6.34414369525127,5.02E-05,0.000267849374613
,"285148",285148,1125,-0.138078446044214,-0.035456064174598,-0.111052119250649,0.536853820213707,-0.037667163339128,0.360363299629771,0.02291774610384,-0.341231962759122,-0.31752382087434,-0.42161797205112,5.85006480178538,6.34283546581859,5.03E-05,0.000268189816241
,"128486",128486,958,0.01026998899888,0.060840415127603,0.175987796583648,-0.035567622356467,-0.027729330175011,0.164595410356237,-0.058748193651474,0.250125790618197,0.119521043019523,-0.747929953908398,2.74941527654308,6.34263310793677,5.03E-05,0.000268189816241
,"677807",677807,134,0.053208238509964,0.184460235562062,0.191377616026891,0.583291623531693,0.040914497574617,0.220564336716794,-0.314455093028223,-0.547635114713044,-0.560906628728647,-0.327348641712912,5.54031131946427,6.34107573784054,5.04E-05,0.00026865329519
,"201725",201725,3734,-0.221066796374131,-0.324969543655633,-0.236336122033605,-0.012182012398989,-0.247996587700436,-0.100108578573161,0.14003171983472,0.068232400412028,-0.077868295458391,-0.571096745105013,4.67024300152989,6.33889625232637,5.06E-05,0.000269285184768
,"10621",10621,2324,0.004897714504779,0.153982669948452,0.131303696100791,0.531809243205857,0.014603892777117,0.5018212382442,0.525467554082861,0.289249004198908,-0.01717835793859,-0.280000904087327,4.76106329154659,6.33877326501668,5.06E-05,0.000269285184768
,"51070",51070,1545,0.182423181998942,0.503345642389666,0.194926256487754,0.525971652961824,0.232267825612189,0.627648585005565,0.284698148120802,0.136273383602133,0.247581609468194,-0.056573508395738,6.04649942603261,6.33758434763053,5.07E-05,0.000269526788758
